DESTINATION,LOCATIONID,CITY,AIRPORT
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2617,2617,London,LHR
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2633,2633,Los Angeles,LAX
2643,2643,Louisville,Unknown
2643,2643,Louisville,Unknown
2643,2643,Louisville,Unknown
2643,2643,Louisville,Unknown
2643,2643,Louisville,Unknown
2643,2643,Louisville,Unknown
2643,2643,Louisville,Unknown
2667,2667,Lubbock,Unknown
2711,2711,Madrid,MAD
2711,2711,Madrid,MAD
2711,2711,Madrid,MAD
2711,2711,Madrid,MAD
2711,2711,Madrid,MAD
2711,2711,Madrid,MAD
2711,2711,Madrid,MAD
2711,2711,Madrid,MAD
2739,2739,Male,MLE
2744,2744,Mallorca,Unknown
2753,2753,Mammoth,Unknown
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2756,2756,Manchester,MAN
2757,2757,Manila,MNL
2757,2757,Manila,MNL
2757,2757,Manila,MNL
2757,2757,Manila,MNL
2769,2769,Marrakech,RAK
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2790,2790,Maui,Unknown
2800,2800,Mbj,Unknown
2801,2801,Mbs,Unknown
2803,2803,Mcallen,Unknown
2803,2803,Mcallen,Unknown
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2827,2827,Melbourne,MEL
2828,2828,Mem,Unknown
2828,2828,Mem,Unknown
2831,2831,Memphis,Unknown
2831,2831,Memphis,Unknown
2831,2831,Memphis,Unknown
2831,2831,Memphis,Unknown
2831,2831,Memphis,Unknown
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2847,2847,Mexico City,MEX
2848,2848,Mfe,Unknown
2850,2850,Mfr,Unknown
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2857,2857,Miami,MIA
2859,2859,Michigan,Unknown
2864,2864,Midland,Unknown
2864,2864,Midland,Unknown
2874,2874,Milan,MXP
2874,2874,Milan,MXP
2874,2874,Milan,MXP
2874,2874,Milan,MXP
2874,2874,Milan,MXP
2874,2874,Milan,MXP
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2879,2879,Milwaukee,Unknown
2887,2887,Minot,Unknown
2887,2887,Minot,Unknown
2893,2893,Missouri,Unknown
2898,2898,Mke,Unknown
2898,2898,Mke,Unknown
2910,2910,Moab,Unknown
2911,2911,Mobile,Unknown
2911,2911,Mobile,Unknown
2918,2918,Moline,Unknown
2918,2918,Moline,Unknown
2925,2925,Monroe,Unknown
2929,2929,Montego Bay,Unknown
2929,2929,Montego Bay,Unknown
2934,2934,Monterrey,Unknown
2944,2944,Montreal,Unknown
2944,2944,Montreal,Unknown
2944,2944,Montreal,Unknown
2944,2944,Montreal,Unknown
2944,2944,Montreal,Unknown
2944,2944,Montreal,Unknown
2944,2944,Montreal,Unknown
2944,2944,Montreal,Unknown
2950,2950,Morelia,Unknown
2950,2950,Morelia,Unknown
2969,2969,Mry,Unknown
2974,2974,Msp,Unknown
2974,2974,Msp,Unknown
2974,2974,Msp,Unknown
2974,2974,Msp,Unknown
2986,2986,Mumbai,BOM
2986,2986,Mumbai,BOM
2986,2986,Mumbai,BOM
2986,2986,Mumbai,BOM
2986,2986,Mumbai,BOM
2986,2986,Mumbai,BOM
2986,2986,Mumbai,BOM
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
2991,2991,Munich,MUC
3002,3002,Muskegon,Unknown
3013,3013,Myrtle Beach,Unknown
3013,3013,Myrtle Beach,Unknown
3013,3013,Myrtle Beach,Unknown
3013,3013,Myrtle Beach,Unknown
3013,3013,Myrtle Beach,Unknown
3013,3013,Myrtle Beach,Unknown
3060,3060,Nantucket,Unknown
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3064,3064,Nassau,NAS
3095,3095,New Jersey,Unknown
3095,3095,New Jersey,Unknown
3095,3095,New Jersey,Unknown
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3098,3098,New Orleans,MSY
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3103,3103,New York,EWR
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3104,3104,New York,JFK
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3105,3105,New York,LGA
3119,3119,Newwark,Unknown
3137,3137,Nice,NCE
3137,3137,Nice,NCE
3137,3137,Nice,NCE
3137,3137,Nice,NCE
3137,3137,Nice,NCE
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
3157,3157,Norfolk,Unknown
